phase,fold,epoch,loss,accuracy
1.0,1.0,1.0,2.303037405014038,0.05560337620678338
1.0,1.0,2.0,2.3099148273468018,0.08322922880771076
1.0,1.0,3.0,2.2954044342041016,0.022598870056497175
1.0,1.0,4.0,2.2907464504241943,0.0959150199172069
1.0,1.0,5.0,2.28774094581604,0.15280162398806466
1.0,1.0,6.0,2.274355411529541,0.29093147906707223
1.0,1.0,7.0,2.270988941192627,0.1874709205716185
1.0,1.0,8.0,2.25937819480896,0.2805774595405702
1.0,1.0,9.0,2.2574169635772705,0.28281972265023114
1.0,1.0,10.0,2.2588467597961426,0.20438036539731455
1.0,1.0,11.0,2.2377917766571045,0.24574926015603984
1.0,1.0,12.0,2.2211599349975586,0.2897184736167787
1.0,1.0,13.0,2.2208423614501953,0.20964797913950453
1.0,1.0,14.0,2.174666166305542,0.3304435898653247
1.0,1.0,15.0,2.164196014404297,0.29300304215558454
1.0,1.0,16.0,2.1514313220977783,0.34428144139011535
1.0,1.0,17.0,2.124478340148926,0.2853831667390989
1.0,1.0,18.0,2.069791316986084,0.45505577285238297
1.0,1.0,19.0,2.045222759246826,0.4168577351528498
1.0,1.0,20.0,2.071913719177246,0.4402477045206751
1.0,2.0,1.0,2.025946855545044,0.5934476291405504
1.0,2.0,2.0,2.006258726119995,0.5729389254812984
1.0,2.0,3.0,1.991626501083374,0.5720194357309328
1.0,2.0,4.0,1.9819486141204834,0.6525795241647684
1.0,2.0,5.0,1.9528805017471313,0.5696140018173917
1.0,2.0,6.0,1.94857919216156,0.5821543804594652
1.0,2.0,7.0,1.915215015411377,0.587005649717514
1.0,2.0,8.0,1.959061622619629,0.648978375673291
1.0,2.0,9.0,1.90055251121521,0.7081164515112671
1.0,2.0,10.0,1.9361339807510376,0.60321994389791
1.0,2.0,11.0,1.8861727714538574,0.6859677046117724
1.0,2.0,12.0,1.924245834350586,0.6157667108564415
1.0,2.0,13.0,1.918512225151062,0.540224564402032
1.0,2.0,14.0,1.863321304321289,0.6763732113682264
1.0,2.0,15.0,1.9033291339874268,0.6043699708953946
1.0,2.0,16.0,1.8578821420669556,0.7125235017558049
1.0,2.0,17.0,1.8415664434432983,0.6565915063055221
1.0,2.0,18.0,1.8709368705749512,0.623316593209546
1.0,2.0,19.0,1.8092478513717651,0.6914598196751736
1.0,2.0,20.0,1.826930284500122,0.6833839141914914
1.0,3.0,1.0,1.7666840553283691,0.7006692385818165
