epoch,loss,accuracy
1,3.7950580290385654,0.4896907478091421
2,3.5480348212378368,0.6129603823444404
3,3.4643798044749667,0.6737276593461885
4,3.4135874680110385,0.6370338714783159
5,3.377493688038417,0.6682349132349132
6,3.350147945540292,0.6138671661140784
7,3.3362513099397932,0.6449129867543846
8,3.326550773211888,0.6292400192400193
9,3.3183988673346385,0.6598254220110227
10,3.313875436782837,0.6559770274488776
11,3.3109893798828125,0.6378828590920095
12,3.3076661143984114,0.6111272133878758
13,3.3026759965079173,0.6625759141800831
14,3.2997475351606096,0.6602395179610064
15,3.29635751247406,0.6584510964656738
16,3.2933442081723894,0.7015871005762824
17,3.290800724710737,0.6957792322609031
18,3.2886093514306203,0.6880783964598894
19,3.2873547077178955,0.6824340610880235
20,3.286938088280814,0.6670395338713191
21,3.2866372891834805,0.6950079654171726
22,3.289669564792088,0.6690088556540225
23,3.3015093292508806,0.6191505248564072
24,3.3160018750599454,0.47606919137608583
25,3.3189513172422136,0.4541566829323579
26,3.3468739134924754,0.3885605216745568
27,3.358821596418108,0.4088611485979908
28,3.3348201513290405,0.4411447889483933
29,3.315789597375052,0.4822917138669438
30,3.3005881139210294,0.5779193100596609
31,3.2958496809005737,0.4870171052984121
32,3.2922676631382535,0.5742870442832303
33,3.289417896951948,0.606364921051307
34,3.286267842565264,0.5782525526003787
35,3.284431610788618,0.6120003480148407
36,3.283458948135376,0.6288778868942954
37,3.2823202099118913,0.6192919829770718
38,3.281367233821324,0.609725666972211
39,3.281056761741638,0.6068946419523864
40,3.2804263489586964,0.6340798792101211
41,3.2803410291671753,0.6517142173919668
42,3.2795701878411427,0.6214742876512777
43,3.2793209723063876,0.6396495636465125
44,3.2789042677198137,0.642787215468375
45,3.2787050349371776,0.6343231698048407
46,3.278477736881801,0.6646827644378869
47,3.2781660045896257,0.6438394427751153
48,3.278146709714617,0.6365427541497053
49,3.2778808900288174,0.6367103749712445
50,3.27795033795493,0.648032834611782
