epoch,loss,accuracy
1,2.198993376323155,0.8374952276953772
2,1.9196364368711198,0.9426871872344443
3,1.7744207722800118,0.9551002423441286
4,1.672075527054923,0.9551002423441286
5,1.5950345311846053,0.9539277948600056
6,1.5448284830365862,0.9539277948600056
7,1.5150660106113978,0.954913266311847
8,1.49747553893498,0.954828785446763
9,1.4874124356678553,0.954828785446763
10,1.481947592326573,0.954913266311847
11,1.4777625288282121,0.954913266311847
12,1.475220731326512,0.954913266311847
13,1.4730671984808785,0.954913266311847
14,1.4717467171805245,0.954913266311847
15,1.470529317855835,0.954913266311847
16,1.4695115089416504,0.9663361974003084
17,1.4686571189335413,0.954913266311847
18,1.4680823939187186,0.9663361974003084
19,1.4675042288643974,0.9443768045361255
20,1.466945733342852,0.9331060632413817
21,1.4665704114096505,0.9331060632413817
22,1.4662098714283534,0.944528994329843
23,1.4658178091049194,0.9557997356245869
24,1.46547532081604,0.944528994329843
25,1.4652162449700492,0.9331060632413817
26,1.4650268724986486,0.9443768045361255
27,1.4646957772118705,0.9225527881170209
28,1.46455979347229,0.9443768045361255
29,1.4643505300794328,0.9338235294117647
30,1.464227591242109,0.9224304979235929
31,1.4639770303453719,0.9225527881170209
32,1.4638604266302926,0.9224304979235929
33,1.463749613080706,0.9224304979235929
34,1.463644061769758,0.9224304979235929
35,1.4635456800460815,0.911877222799232
36,1.4634449311665125,0.911877222799232
37,1.4632761478424072,0.9224304979235929
38,1.463247299194336,0.9224304979235929
39,1.4631578070776803,0.9224304979235929
40,1.4631135293415614,0.911877222799232
41,1.4629707166126795,0.9225527881170209
42,1.462924531527928,0.9225479014787463
43,1.4628311736243111,0.9224304979235929
44,1.4628100906099593,0.9336073163742138
45,1.4627399614879064,0.9226044843326647
46,1.4626386335917883,0.9226044843326647
47,1.4626498562949044,0.9336638992281321
48,1.4625648941312517,0.9119289190148757
49,1.4625362498419625,0.9229883339103432
50,1.4624741247722082,0.9003476164223372
