phase,fold,epoch,loss,accuracy
2,5,1,2.52172589302063,0.5227021912443907
2,5,2,2.5215096473693848,0.5211445559271646
2,5,3,2.509904146194458,0.6090187505519313
2,5,4,2.543677568435669,0.5477532744796172
2,5,5,2.5045604705810547,0.5510245792854488
2,5,6,2.519120693206787,0.5515609142207608
2,5,7,2.560117483139038,0.5280019189865737
2,5,8,2.495573043823242,0.5348202522115565
2,5,9,2.4942667484283447,0.5544607566346696
2,5,10,2.4882612228393555,0.5402213728300684
2,5,11,2.5167291164398193,0.5107238811203005
2,5,12,2.477752923965454,0.5371737678373834
2,5,13,2.4902446269989014,0.5408391930131061
2,5,14,2.441706418991089,0.6018606476406989
2,5,15,2.446009397506714,0.5601449275362319
2,5,16,2.4538638591766357,0.5840062111801242
2,5,17,2.4695754051208496,0.5946233883574038
2,5,18,2.4530649185180664,0.5714569310679151
2,5,19,2.44877028465271,0.5428220827197808
2,5,20,2.4622507095336914,0.5229102620406969
