epoch,loss,accuracy
1,2.074012211390904,0.8701278910326811
2,1.763243385723659,0.9161485026795735
3,1.6463037729263306,0.9161485026795735
4,1.5674395731517248,0.9336543606206529
5,1.5255460228238786,0.9340402501987605
6,1.5006472383226668,0.9450944471584433
7,1.4879051276615687,0.9450944471584433
8,1.4805705036435808,0.9340402501987605
9,1.476262092590332,0.9435026868588178
10,1.4736657653536116,0.9340402501987605
11,1.4715972627912248,0.9228042951425808
12,1.4701884984970093,0.9340402501987605
13,1.4693125826971871,0.9340402501987605
14,1.4684573922838484,0.9228042951425808
15,1.4677183287484306,0.9132993695768488
16,1.4670796053750175,0.9132993695768488
17,1.4666639055524553,0.9228557182778493
18,1.4662689651761736,0.9228042951425808
19,1.4658251660210746,0.9209519279390465
20,1.4655980552945818,0.9110614548958966
21,1.4652801752090454,0.9132993695768488
22,1.465040819985526,0.9110614548958966
23,1.464774489402771,0.9132993695768488
24,1.4645692620958601,0.9132993695768488
25,1.4643489633287703,0.9239680190591136
26,1.4641699961253576,0.9219019766419042
27,1.464068157332284,0.9110614548958966
28,1.4638604436601912,0.9219019766419042
29,1.4637579577309745,0.9110905685417808
30,1.463588901928493,0.9226724504139084
31,1.4634281226566859,0.923997132704998
32,1.463365946497236,0.8989544781505682
33,1.463232466152736,0.9108024906754756
34,1.4631501947130476,0.9110905685417808
35,1.4631048270634242,0.8999910825753523
36,1.4630502462387085,0.8878549921841397
37,1.4628881216049194,0.8766830099569545
38,1.4628605842590332,0.8766830099569545
39,1.462767583983285,0.8878549921841397
40,1.4627274785723006,0.8766830099569545
41,1.4626322644097465,0.8888191003481672
42,1.4625857727868217,0.8766830099569545
43,1.4625321967261178,0.8681831306044646
44,1.4625026157924108,0.8681831306044646
45,1.4624440840312414,0.8794958065186641
46,1.4623916489737374,0.868928550002265
47,1.462348188672747,0.8799688993631348
48,1.4623183863503593,0.8586782050387326
49,1.4622631754193987,0.8799688993631348
50,1.462221690586635,0.857506431229814
