phase,fold,epoch,train_loss,val_loss,accuracy,learning_rate
4,5,1,2.5496594865443343,2.8418796062469482,0.822643115867152,0.0001
4,5,2,5.0817400277671165,2.845937490463257,0.8276454235010384,0.0001
4,5,3,7.603536368763379,2.842902421951294,0.8398794835547227,0.0001
4,5,4,10.116596483241366,2.8351213932037354,0.8238157360316453,0.0001
4,5,5,12.622600389739214,2.8356359004974365,0.8270870858939041,0.0001
4,5,6,15.125572814779767,2.827317476272583,0.8247279684032076,0.0001
