phase,fold,epoch,loss,accuracy
3,5,1,2.687487006187439,0.7180445915740032
3,5,2,2.6913533210754395,0.8080411816271544
3,5,3,2.7345553636550903,0.7002034290495829
3,5,4,2.692225217819214,0.7163444398738517
3,5,5,2.711962580680847,0.7056600262482613
3,5,6,2.659951329231262,0.7875978722132567
3,5,7,2.6429176330566406,0.8277907277907278
3,5,8,2.7290161848068237,0.7564619141542218
3,5,9,2.7146843671798706,0.7226719149796073
3,5,10,2.6940122842788696,0.7892124669452605
3,5,11,2.756372570991516,0.7606996991612375
3,5,12,2.6711889505386353,0.7142773892773894
3,5,13,2.700771927833557,0.7554425331753267
3,5,14,2.764246344566345,0.7132337036183191
3,5,15,2.7288029193878174,0.8163132326028253
3,5,16,2.702707886695862,0.7307603909413865
3,5,17,2.746311664581299,0.7223221223221222
3,5,18,2.7591971158981323,0.7716608010725658
3,5,19,2.686530828475952,0.7686073186073186
3,5,20,2.740367889404297,0.7244956310745784
3,5,21,2.7453625202178955,0.8016877290632948
3,5,22,2.7687394618988037,0.7277305315766853
3,5,23,2.7034926414489746,0.8404558404558403
3,5,24,2.753860354423523,0.7030624604154015
3,5,25,2.755763053894043,0.7247127516358286
3,5,26,2.761886954307556,0.6967234625605666
3,5,27,2.7492727041244507,0.7570494844786343
3,5,28,2.848156690597534,0.6849424604485334
3,5,29,2.792817711830139,0.7131429823737516
3,5,30,2.8180558681488037,0.7220790103143043
