phase,fold:,epoch,loss,accuracy
2,5,1,2.1879778703053794,0.9090020123806636
2,5,2,2.1521937052408853,0.9789196310935442
2,5,3,2.137181282043457,0.966460948154312
2,5,4,2.139521280924479,0.9789196310935442
2,5,5,2.132779041926066,1.0
