phase,fold,epoch,loss,accuracy
5,5,1,3.3335520029067993,0.4860017928199747
5,5,2,3.2989567518234253,0.44763526234114465
5,5,3,3.2653626203536987,0.5718330491057765
5,5,4,3.3140249252319336,0.5176423464302252
5,5,5,3.3665140867233276,0.46601873072461303
5,5,6,3.363144636154175,0.4585568311386868
5,5,7,3.3505985736846924,0.3723074904893086
5,5,8,3.3518067598342896,0.433937153873358
5,5,9,3.338333010673523,0.5370376360009533
5,5,10,3.3285648822784424,0.5355045981840241
5,5,11,3.3545737266540527,0.5093985026171339
5,5,12,3.3769623041152954,0.42458640586982827
5,5,13,3.3841553926467896,0.5128100294766961
5,5,14,3.481777548789978,0.42426965202084815
5,5,15,3.4665592908859253,0.45616834146245916
5,5,16,3.4724472761154175,0.48812688286372496
5,5,17,3.365933656692505,0.5451739618406285
5,5,18,3.363979697227478,0.4906704406704407
5,5,19,3.4194250106811523,0.3486421160402352
5,5,20,3.4251173734664917,0.35884707836483654
5,5,21,3.4470936059951782,0.37112791809761514
5,5,22,3.4014917612075806,0.3384499680283607
5,5,23,3.414592146873474,0.4053999685312818
5,5,24,3.378990888595581,0.4399561530874662
5,5,25,3.3965452909469604,0.46967887672762504
5,5,26,3.4273931980133057,0.3371690038356705
5,5,27,3.4036202430725098,0.25191017231690443
5,5,28,3.408694267272949,0.22373957439316916
5,5,29,3.419439673423767,0.2868818050636232
5,5,30,3.339286684989929,0.43582819988048743
