epoch,loss,accuracy
1,2.737600028514862,0.07578643578643578
2,2.4687664806842804,0.45949299377870806
3,2.366708815097809,0.6956568477956387
4,2.2909772992134094,0.7357059314954053
5,2.240012615919113,0.7536597537565751
6,2.2019357085227966,0.7267326152428936
7,2.1750508546829224,0.7322777172047407
8,2.154950261116028,0.7261363748051053
9,2.1374252140522003,0.7084013143162335
10,2.12148579955101,0.7051110910313947
11,2.110822856426239,0.7383188068662667
12,2.1041645109653473,0.755027244627336
13,2.100200742483139,0.7398826604778865
14,2.0975518822669983,0.7376657329598506
15,2.0960187911987305,0.7216112175864497
16,2.0939272344112396,0.7277284247032145
17,2.092395633459091,0.6943743419749613
18,2.0909749567508698,0.7288109980834439
19,2.0895895957946777,0.7290451842619026
20,2.088446229696274,0.7443949743640146
21,2.0876550674438477,0.7451927437641723
22,2.086963802576065,0.7303738337440239
23,2.0863820612430573,0.7158554421005625
24,2.085962027311325,0.7268531623175585
25,2.085545003414154,0.7096725829920069
26,2.085202932357788,0.705643638080709
27,2.084928125143051,0.702297104064804
28,2.084533244371414,0.6882732513295172
29,2.0841925740242004,0.6838118245703384
30,2.0837655067443848,0.7032739528559961
31,2.0829585194587708,0.674419606226329
32,2.082137107849121,0.6813074494989961
33,2.0815868377685547,0.6644894523465952
34,2.0809956192970276,0.6822692678265434
35,2.0807434618473053,0.6972148859543817
36,2.080584168434143,0.6668702058175742
37,2.080387592315674,0.7235736750840687
38,2.0802814066410065,0.6830499802260084
39,2.0801501274108887,0.6750009224342568
40,2.080059200525284,0.681774200083157
41,2.079972505569458,0.671532023761126
42,2.0798920392990112,0.6867275565196839
43,2.0798302590847015,0.6855944458848269
44,2.0797472298145294,0.694031504918967
45,2.0797001719474792,0.6744948013486499
46,2.0796055793762207,0.6818284482577059
47,2.079564392566681,0.6749774019123864
48,2.0795296728610992,0.6864023153120897
49,2.079448640346527,0.6778213096217548
50,2.079446256160736,0.6799981803700541
