epoch,loss,accuracy
1,2.9306530475616457,0.9479092336235193
2,2.794279456138611,0.9552193346974417
3,2.758378577232361,0.9544378586721286
4,2.745453977584839,0.9622865786184299
5,2.7407134056091307,0.9619799336738745
6,2.738054704666138,0.9547445036166841
7,2.7367521047592165,0.9362142076556579
8,2.7369343996047975,0.958071623938497
9,2.7358131885528563,0.9658046214437191
10,2.7357880115509032,0.9595753833369932
11,2.7345736503601072,0.9658046214437191
12,2.734024906158447,0.9587250432009388
13,2.733706498146057,0.9585338183856539
14,2.7333553075790404,0.9663390457397535
15,2.733173656463623,0.9808843375406843
16,2.7329951763153075,0.974397532292269
17,2.7328274965286257,0.9848943626033411
18,2.7326923608779907,0.9655181910821009
19,2.732586073875427,0.9770596497708394
20,2.7324710130691527,0.9730791101865847
21,2.7323816776275636,0.9770596497708394
22,2.7322918653488157,0.9784075573549259
23,2.7322229862213137,0.9663390457397535
24,2.732152557373047,0.9585338183856539
25,2.7320952653884887,0.977333443498857
26,2.732032060623169,0.9694987306663554
27,2.7319891691207885,0.9733234184362003
28,2.7319231986999513,0.977333443498857
29,2.7318845272064207,0.9733234184362003
30,2.731832766532898,0.9655181910821009
31,2.731817889213562,0.9848943626033411
32,2.7317617654800417,0.9808843375406843
33,2.7317384004592897,0.9770596497708394
34,2.7317065477371214,0.9808843375406843
35,2.731670379638672,0.9848943626033411
36,2.7316431045532226,0.9730791101865847
37,2.731616997718811,0.9619799336738745
38,2.73159122467041,0.9730791101865847
39,2.7315725326538085,0.965960473258129
40,2.7315460205078126,0.9737951860906306
41,2.7315253257751464,0.965960473258129
42,2.7315112352371216,0.9848943626033411
43,2.731497621536255,0.9808843375406843
44,2.7314812183380126,0.9808843375406843
45,2.731473469734192,0.9730791101865847
46,2.7314445972442627,0.9770596497708394
47,2.731433463096619,0.9737951860906306
48,2.7314147472381594,0.9737951860906306
49,2.731407713890076,0.9808843375406843
50,2.731379199028015,0.965960473258129
51,2.7313762426376345,0.9619799336738745
52,2.7313655614852905,0.9619799336738745
53,2.7313541650772093,0.9848943626033411
54,2.7313403129577636,0.9619799336738745
55,2.7313236236572265,0.9737951860906306
56,2.7313183784484862,0.9730791101865847
57,2.7313185691833497,0.9808843375406843
58,2.73130145072937,0.965960473258129
59,2.731287145614624,0.9737951860906306
60,2.731290578842163,0.965960473258129
61,2.731276035308838,0.965960473258129
62,2.731264352798462,0.9737951860906306
63,2.7312593698501586,0.965960473258129
64,2.731254768371582,0.9737951860906306
65,2.7312469482421875,0.9737951860906306
66,2.7312368154525757,0.9619799336738745
67,2.7312296867370605,0.9737951860906306
68,2.731224799156189,0.9697851610279739
69,2.7312236547470095,0.9697851610279739
70,2.7312107563018797,0.9697851610279739
71,2.7312116622924805,0.9737951860906306
72,2.7312041521072388,0.9619799336738745
73,2.731198620796204,0.9697851610279739
74,2.7311948776245116,0.9697851610279739
75,2.7311864376068113,0.965960473258129
76,2.7311825275421144,0.9737951860906306
77,2.7311743259429933,0.9619799336738745
78,2.7311723470687865,0.9619799336738745
79,2.7311705350875854,0.965960473258129
80,2.7311633348464968,0.9737951860906306
81,2.7311580896377565,0.9737951860906306
82,2.73115336894989,0.9697851610279739
83,2.731150007247925,0.9697851610279739
84,2.731148910522461,0.9697851610279739
85,2.7311429738998414,0.9697851610279739
86,2.731138253211975,0.965960473258129
87,2.731139135360718,0.965960473258129
88,2.7311289310455322,0.9737951860906306
89,2.7311326026916505,0.9619799336738745
90,2.7311267852783203,0.9737951860906306
91,2.7311251640319822,0.9619799336738745
92,2.731120204925537,0.9697851610279739
93,2.7311159133911134,0.9697851610279739
94,2.731116223335266,0.965960473258129
95,2.7311126708984377,0.9619799336738745
96,2.7311080932617187,0.9737951860906306
97,2.731106901168823,0.9619799336738745
98,2.731101727485657,0.9697851610279739
99,2.7310994386672975,0.965960473258129
100,2.7310989141464233,0.9619799336738745
