phase,fold,epoch,loss,accuracy
1.0,1.0,1.0,2.300377607345581,0.11026365348399246
1.0,1.0,2.0,2.2888643741607666,0.14677342431579718
1.0,1.0,3.0,2.2712488174438477,0.24796124447171303
1.0,1.0,4.0,2.2670483589172363,0.23774368593823272
1.0,1.0,5.0,2.253516435623169,0.2609610728254796
1.0,1.0,6.0,2.231297492980957,0.3819267874208316
1.0,1.0,7.0,2.216892719268799,0.2813881534556352
1.0,1.0,8.0,2.176821231842041,0.3190192193980828
1.0,1.0,9.0,2.1327054500579834,0.440802567323006
1.0,1.0,10.0,2.092729330062866,0.35647296206618245
1.0,1.0,11.0,2.0167782306671143,0.44453188054882964
1.0,1.0,12.0,1.9921220541000366,0.41082896524226986
1.0,1.0,13.0,1.9582152366638184,0.4710420246233858
1.0,1.0,14.0,1.94229257106781,0.47548477887460944
1.0,1.0,15.0,1.907560110092163,0.5333386011352114
1.0,1.0,16.0,1.9026416540145874,0.47258852258852246
1.0,1.0,17.0,1.8933058977127075,0.47369861776641436
1.0,1.0,18.0,1.858217477798462,0.6043357108162691
1.0,1.0,19.0,1.8046555519104004,0.6768034225661343
1.0,1.0,20.0,1.805012583732605,0.7010052094797857
1.0,1.0,21.0,1.8242425918579102,0.6563995772291936
1.0,1.0,22.0,1.801818609237671,0.705368454520997
1.0,1.0,23.0,1.8019112348556519,0.6923940243520975
1.0,1.0,24.0,1.7736374139785767,0.7503683698598952
1.0,1.0,25.0,1.7794989347457886,0.725950719270759
1.0,1.0,26.0,1.7755506038665771,0.677287186060865
1.0,1.0,27.0,1.7675461769104004,0.6786460244087362
1.0,1.0,28.0,1.7576007843017578,0.7111413013706135
1.0,1.0,29.0,1.7561845779418945,0.7324277338865155
1.0,1.0,30.0,1.7356117963790894,0.7085351089588378
1.0,2.0,1.0,1.6665377616882324,0.9483327794394594
1.0,2.0,2.0,1.661860704421997,0.9149725426893922
1.0,2.0,3.0,1.6661429405212402,0.8975024421684441
1.0,2.0,4.0,1.6653552055358887,0.9482182600826667
1.0,2.0,5.0,1.6520532369613647,0.9497884413138651
1.0,2.0,6.0,1.6525955200195312,0.9149451218992596
1.0,2.0,7.0,1.6232179403305054,0.9149725426893922
1.0,2.0,8.0,1.6105067729949951,0.9488708477741379
1.0,2.0,9.0,1.6137598752975464,0.9488708477741379
1.0,2.0,10.0,1.6062805652618408,0.9343026476127174
1.0,2.0,11.0,1.5973217487335205,0.9127149951112844
1.0,2.0,12.0,1.6058751344680786,0.9483894636437009
1.0,2.0,13.0,1.5954527854919434,0.9485032857914214
